Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
Female,No,32,Yes,Entertainment,1.0,Low,5.0,Cat_6,D
Male,No,28,Yes,Artist,7.0,Low,1.0,Cat_6,A
Female,No,43,Yes,Artist,8.0,Low,4.0,Cat_6,C
Male,No,29,Yes,Artist,7.0,Low,1.0,Cat_6,B
Male,Yes,53,Yes,Artist,2.0,Average,3.0,Cat_6,C
Male,Yes,43,Yes,Other,6.0,High,3.0,Cat_6,C
Male,Yes,38,Yes,Artist,1.0,Average,3.0,Other,C
Male,Yes,52,Yes,Artist,0.0,Low,4.0,Cat_6,A
Male,No,78,Yes,Entertainment,1.0,Low,1.0,Cat_6,C
Male,Yes,35,Yes,Artist,4.0,Average,2.0,Cat_6,A
Female,Yes,79,Yes,Other,1.0,High,2.0,Cat_4,B
Male,No,19,No,Healthcare,0.0,Low,3.0,Cat_6,D
Female,Yes,63,Yes,Artist,0.0,Average,3.0,Cat_6,C
Male,Yes,35,Yes,Doctor,1.0,Low,1.0,Cat_4,D
Female,Yes,50,Yes,Artist,1.0,Low,1.0,Cat_6,C
Female,No,30,No,Engineer,1.0,Low,1.0,Cat_4,A
Male,Yes,43,No,Artist,6.0,Low,2.0,Cat_3,B
Male,Yes,41,No,Other,6.0,High,3.0,Cat_4,A
Female,No,28,Yes,Artist,3.0,Low,7.0,Other,A
Male,Yes,51,Yes,Artist,9.0,Average,5.0,Cat_6,C
Male,Yes,35,No,Entertainment,1.0,Low,3.0,Cat_4,A
Male,Yes,46,Yes,Artist,8.0,Average,2.0,Cat_6,C
Male,No,36,Yes,Artist,9.0,Low,1.0,Cat_6,D
Female,No,32,Yes,Entertainment,1.0,Low,3.0,Cat_6,A
Female,Yes,45,Yes,Artist,4.0,Low,1.0,Cat_6,C
Female,No,39,Yes,Other,8.0,Low,1.0,Cat_6,C
Female,Yes,18,No,Artist,1.0,High,3.0,Other,B
Male,Yes,41,No,Other,1.0,High,4.0,Cat_6,B
Female,Yes,39,No,Engineer,4.0,Average,2.0,Cat_6,B
Male,Yes,73,No,Other,0.0,High,2.0,Cat_6,C
Female,Yes,37,Yes,Artist,4.0,Low,4.0,Other,B
Female,Yes,43,No,Engineer,0.0,Low,1.0,Cat_6,A
Male,Yes,31,No,Artist,1.0,Average,2.0,Cat_6,B
Male,Yes,49,Yes,Other,1.0,Low,2.0,Cat_6,A
Female,No,49,No,Engineer,1.0,Low,5.0,Other,A
Female,Yes,63,Yes,Artist,1.0,Low,2.0,Cat_6,B
Female,No,68,Yes,Doctor,1.0,Low,1.0,Cat_6,A
Female,Yes,38,Yes,Doctor,1.0,Low,4.0,Cat_3,A
Male,Yes,25,No,Entertainment,1.0,Average,2.0,Cat_4,A
Male,No,36,No,Entertainment,1.0,Low,1.0,Cat_6,A
Male,Yes,72,Yes,Other,1.0,High,2.0,Cat_6,C
Female,No,39,No,Entertainment,0.0,Low,6.0,Cat_3,D
Male,Yes,57,Yes,Artist,0.0,Average,3.0,Other,D
Female,Yes,46,Yes,Artist,0.0,Low,1.0,Cat_3,B
Female,No,51,Yes,Entertainment,0.0,Low,1.0,Cat_6,A
Male,Yes,42,No,Other,3.0,High,5.0,Cat_6,B
Female,No,23,No,Doctor,0.0,Low,4.0,Cat_6,C
Female,Yes,79,Yes,Other,14.0,High,3.0,Cat_6,C
Female,Yes,18,No,Healthcare,1.0,Average,3.0,Other,D
Female,Yes,56,Yes,Artist,1.0,Low,2.0,Cat_6,B
Male,Yes,36,Yes,Entertainment,2.0,Average,2.0,Cat_3,A
Female,No,27,No,Engineer,1.0,Low,7.0,Cat_4,A
Male,No,18,No,Artist,2.0,Low,4.0,Cat_4,D
Female,No,23,No,Healthcare,1.0,Low,4.0,Cat_6,D
Male,Yes,39,Yes,Entertainment,9.0,High,3.0,Cat_6,D
Female,No,36,Yes,Artist,11.0,Low,5.0,Cat_6,A
Female,Yes,49,Yes,Artist,1.0,Low,2.0,Cat_6,C
Male,Yes,35,Yes,Artist,1.0,Average,2.0,Cat_6,B
Male,No,23,No,Healthcare,1.0,Low,3.0,Other,D
Male,No,27,No,Doctor,0.0,Low,4.0,Cat_6,B
Female,No,28,Yes,Entertainment,0.0,Low,4.0,Cat_6,C
Female,Yes,77,Yes,Other,0.0,High,2.0,Cat_6,B
Female,No,41,Yes,Artist,0.0,Low,1.0,Cat_6,C
Female,No,28,No,Entertainment,1.0,Low,2.0,Cat_3,A
Female,Yes,37,Yes,Entertainment,0.0,Average,2.0,Other,B
Male,Yes,80,Yes,Other,3.0,Low,1.0,Cat_6,B
Female,Yes,52,No,Engineer,6.0,Average,4.0,Cat_4,B
Female,Yes,30,No,Artist,0.0,Average,2.0,Other,B
Male,Yes,38,Yes,Doctor,0.0,High,4.0,Other,A
Male,Yes,43,No,Other,3.0,High,4.0,Cat_6,B
Female,Yes,30,No,Doctor,1.0,Average,6.0,Cat_6,B
Male,Yes,82,No,Other,1.0,High,2.0,Cat_4,D
Male,Yes,49,Yes,Other,1.0,High,5.0,Other,C
Female,Yes,59,No,Entertainment,8.0,Average,2.0,Cat_6,B
Male,No,59,No,Entertainment,0.0,Low,3.0,Cat_6,B
Male,No,29,No,Other,9.0,Low,4.0,Cat_3,C
Female,Yes,43,No,Engineer,9.0,Average,4.0,Cat_4,A
Male,Yes,35,No,Doctor,0.0,Low,1.0,Cat_4,A
Male,No,27,No,Artist,1.0,Low,1.0,Cat_4,D
Male,Yes,46,Yes,Entertainment,8.0,Low,1.0,Cat_6,B
Female,Yes,47,Yes,Engineer,0.0,Low,4.0,Cat_6,B
Male,Yes,56,Yes,Healthcare,1.0,High,3.0,Cat_6,B
Male,No,36,Yes,Other,0.0,Low,1.0,Cat_6,A
Male,Yes,51,Yes,Artist,1.0,Average,3.0,Cat_6,C
Male,No,28,No,Other,9.0,Low,4.0,Cat_6,D
Male,Yes,83,No,Other,1.0,High,2.0,Cat_6,D
Male,No,26,No,Entertainment,0.0,Low,2.0,Cat_6,A
Female,No,37,No,Healthcare,1.0,Low,1.0,Cat_6,D
Male,No,41,Yes,Entertainment,1.0,Low,2.0,Cat_3,A
Male,No,18,No,Healthcare,5.0,Low,4.0,Other,D
Female,Yes,50,Yes,Doctor,0.0,Average,2.0,Other,C
Male,Yes,40,Yes,Other,0.0,High,4.0,Cat_3,B
Female,Yes,55,Yes,Engineer,1.0,Low,1.0,Cat_3,A
Female,Yes,28,Yes,Artist,0.0,Low,2.0,Other,A
Female,No,22,No,Healthcare,3.0,Low,3.0,Cat_6,D
Male,Yes,50,Yes,Other,0.0,High,4.0,Cat_6,B
Male,No,31,Yes,Artist,7.0,Low,1.0,Cat_4,A
Female,No,28,Yes,Entertainment,0.0,Low,3.0,Cat_6,D
Male,Yes,50,Yes,Artist,0.0,Average,4.0,Cat_6,C
Female,Yes,75,Yes,Other,0.0,High,2.0,Cat_6,B
Male,Yes,41,Yes,Doctor,1.0,Low,2.0,Cat_6,C
Female,No,28,Yes,Healthcare,1.0,Low,3.0,Cat_6,D
Female,Yes,50,Yes,Artist,0.0,High,4.0,Cat_6,C
Male,Yes,38,No,Doctor,0.0,Average,4.0,Cat_6,B
Female,Yes,52,No,Engineer,8.0,Average,4.0,Other,B
Male,Yes,59,Yes,Artist,1.0,Low,2.0,Cat_6,A
Female,Yes,50,Yes,Healthcare,1.0,High,6.0,Other,C
Male,Yes,33,No,Artist,1.0,Low,3.0,Cat_4,A
Female,Yes,59,Yes,Entertainment,7.0,Average,2.0,Cat_6,B
Male,No,39,No,Artist,1.0,Low,1.0,Cat_4,D
Male,Yes,40,No,Engineer,3.0,Low,1.0,Cat_3,A
Male,Yes,82,Yes,Other,0.0,High,2.0,Cat_6,C
Female,No,29,Yes,Doctor,0.0,Low,5.0,Cat_3,D
Male,Yes,89,No,Other,0.0,High,2.0,Cat_6,A
Female,No,27,Yes,Healthcare,9.0,Low,1.0,Cat_6,D
Male,Yes,63,No,Other,1.0,High,3.0,Cat_6,C
Male,No,32,No,Doctor,2.0,Low,2.0,Cat_6,D
Male,No,30,Yes,Healthcare,8.0,Low,1.0,Cat_6,D
Male,Yes,35,No,Entertainment,0.0,Average,5.0,Cat_6,D
Female,Yes,49,No,Engineer,8.0,Average,4.0,Cat_4,B
Male,Yes,40,Yes,Doctor,1.0,Low,5.0,Cat_6,A
Female,Yes,72,Yes,Doctor,1.0,High,2.0,Cat_6,C
Male,Yes,41,Yes,Entertainment,0.0,Low,1.0,Cat_6,A
Male,No,27,No,Healthcare,10.0,Low,5.0,Cat_6,D
Male,No,47,Yes,Artist,0.0,Low,1.0,Cat_6,A
Male,Yes,72,Yes,Other,0.0,Low,1.0,Cat_6,A
Male,No,28,Yes,Healthcare,0.0,Low,5.0,Cat_6,D
Female,No,35,Yes,Artist,3.0,Low,1.0,Cat_6,C
Female,No,39,Yes,Artist,0.0,Low,1.0,Cat_6,A
Female,Yes,57,No,Engineer,8.0,Low,1.0,Cat_6,B
Male,No,19,No,Healthcare,0.0,Low,4.0,Cat_6,D
Male,Yes,52,Yes,Artist,0.0,Low,3.0,Cat_4,A
Male,Yes,72,Yes,Artist,6.0,Low,1.0,Cat_6,D
Male,Yes,73,Yes,Artist,1.0,Average,3.0,Cat_3,C
Female,No,28,Yes,Healthcare,9.0,Low,3.0,Cat_6,D
Male,No,18,No,Other,2.0,Low,2.0,Cat_3,D
Male,Yes,57,Yes,Artist,3.0,High,3.0,Cat_6,D
Female,No,49,Yes,Artist,1.0,Low,2.0,Other,C
Male,Yes,77,Yes,Artist,1.0,Low,1.0,Cat_6,A
Female,Yes,47,Yes,Entertainment,2.0,Low,1.0,Cat_3,D
Female,No,33,No,Entertainment,8.0,Low,5.0,Cat_4,D
Male,No,45,Yes,Artist,1.0,Low,2.0,Cat_6,A
Male,No,23,No,Healthcare,0.0,Low,5.0,Cat_3,D
Male,No,18,No,Healthcare,8.0,Low,4.0,Cat_6,D
Male,Yes,36,No,Other,2.0,High,3.0,Cat_4,D
Female,No,30,Yes,Doctor,1.0,Low,4.0,Other,A
Male,Yes,61,Yes,Other,0.0,High,2.0,Cat_6,C
Male,No,31,No,Doctor,1.0,Low,4.0,Cat_6,C
Female,Yes,72,No,Other,1.0,High,3.0,Cat_6,D
Male,Yes,67,Yes,Other,1.0,Low,2.0,Cat_6,A
Male,No,35,Yes,Artist,0.0,Low,1.0,Cat_6,A
Male,No,41,No,Entertainment,0.0,Low,2.0,Cat_6,D
Male,Yes,52,Yes,Other,8.0,High,2.0,Cat_6,C
Female,No,28,No,Engineer,1.0,Low,4.0,Cat_4,A
Female,No,32,Yes,Engineer,1.0,Low,7.0,Cat_3,D
Female,Yes,33,Yes,Other,8.0,High,2.0,Cat_6,D
Male,No,41,Yes,Artist,7.0,Low,1.0,Cat_6,A
Female,Yes,62,Yes,Artist,5.0,Average,5.0,Cat_6,C
Female,No,25,No,Doctor,0.0,Low,7.0,Cat_6,D
Female,Yes,60,Yes,Doctor,6.0,Average,2.0,Cat_6,C
Male,No,55,Yes,Entertainment,9.0,Average,5.0,Cat_6,B
Female,No,41,Yes,Artist,0.0,Low,1.0,Cat_6,C
Male,No,18,No,Other,7.0,Low,5.0,Cat_4,A
Female,Yes,30,Yes,Engineer,8.0,High,6.0,Cat_4,D
Female,Yes,48,Yes,Entertainment,0.0,Low,1.0,Cat_3,B
Female,No,47,Yes,Other,9.0,Low,3.0,Cat_4,A
Male,No,32,No,Healthcare,12.0,Low,4.0,Cat_6,D
Male,Yes,37,Yes,Entertainment,8.0,Average,2.0,Cat_6,B
Male,Yes,68,Yes,Artist,0.0,High,2.0,Cat_6,B
Female,No,49,Yes,Artist,0.0,Low,1.0,Other,B
Male,Yes,30,Yes,Other,3.0,Low,2.0,Other,D
Male,No,27,No,Healthcare,0.0,Low,4.0,Cat_6,D
Male,No,30,Yes,Entertainment,14.0,Low,1.0,Cat_6,D
Female,No,27,Yes,Artist,1.0,Low,4.0,Cat_6,D
Female,No,25,No,Healthcare,1.0,Low,3.0,Cat_6,A
Male,Yes,81,Yes,Other,1.0,High,2.0,Cat_6,B
Female,No,37,Yes,Artist,9.0,Low,1.0,Cat_6,B
Male,No,32,Yes,Healthcare,9.0,Low,2.0,Cat_6,D
Female,No,29,Yes,Healthcare,9.0,Low,3.0,Cat_4,A
Male,Yes,63,Yes,Other,0.0,High,5.0,Cat_6,D
Male,No,20,No,Healthcare,1.0,Low,4.0,Cat_6,D
Male,No,39,Yes,Entertainment,3.0,Low,2.0,Other,A
Male,Yes,57,No,Other,1.0,Average,2.0,Cat_4,C
Male,Yes,70,Yes,Other,1.0,High,5.0,Cat_3,B
Female,No,37,Yes,Artist,3.0,Low,1.0,Cat_6,C
Female,Yes,51,Yes,Other,12.0,Average,4.0,Cat_3,B
Female,Yes,70,No,Artist,1.0,High,2.0,Cat_6,A
Male,Yes,60,No,Engineer,0.0,Average,2.0,Cat_6,B
Male,No,20,No,Healthcare,0.0,Low,3.0,Cat_3,D
Female,No,27,Yes,Artist,8.0,Low,1.0,Cat_6,A
Female,No,22,No,Entertainment,0.0,Low,3.0,Cat_3,A
Female,Yes,50,Yes,Entertainment,4.0,Low,2.0,Cat_6,A
Male,Yes,58,Yes,Entertainment,0.0,Low,2.0,Cat_6,A
Female,Yes,27,Yes,Healthcare,7.0,Low,2.0,Cat_6,D
Female,No,45,Yes,Artist,1.0,Low,1.0,Cat_6,B
Male,Yes,37,No,Engineer,12.0,Average,5.0,Cat_4,B
Male,No,52,No,Doctor,0.0,High,3.0,Cat_6,D
Male,Yes,52,Yes,Entertainment,1.0,Low,4.0,Other,C
Male,No,51,Yes,Artist,2.0,Low,1.0,Cat_6,B
Male,Yes,55,No,Other,3.0,Low,4.0,Cat_4,D
Female,No,31,No,Doctor,6.0,Low,2.0,Cat_3,A
Female,No,32,No,Other,1.0,Low,3.0,Cat_6,D
Male,Yes,51,Yes,Doctor,1.0,Average,4.0,Cat_6,B
Male,Yes,87,Yes,Other,1.0,High,2.0,Cat_6,C
Male,Yes,68,Yes,Entertainment,1.0,Average,2.0,Cat_6,C
Female,Yes,56,Yes,Artist,1.0,Average,5.0,Cat_6,C
Male,Yes,61,Yes,Other,5.0,High,2.0,Cat_6,C
Male,Yes,79,No,Other,8.0,High,2.0,Cat_6,A
Female,No,19,No,Healthcare,0.0,Low,6.0,Cat_3,D
Female,Yes,38,No,Engineer,0.0,Average,4.0,Cat_6,B
Male,No,33,No,Artist,1.0,Low,4.0,Cat_3,C
Male,No,27,No,Artist,8.0,Low,4.0,Cat_6,D
Female,Yes,77,No,Other,1.0,Low,1.0,Cat_6,A
Female,No,86,Yes,Other,1.0,Low,1.0,Cat_6,A
Male,No,23,No,Healthcare,1.0,Low,3.0,Cat_4,D
Female,No,26,No,Engineer,7.0,Low,4.0,Cat_4,A
Female,No,47,No,Engineer,5.0,Low,1.0,Cat_6,A
Female,Yes,36,Yes,Entertainment,8.0,Low,1.0,Cat_6,A
Male,Yes,67,Yes,Other,0.0,High,2.0,Cat_6,C
Male,Yes,37,Yes,Other,1.0,High,3.0,Cat_6,B
Male,Yes,50,Yes,Engineer,8.0,Low,1.0,Cat_3,C
Female,No,31,Yes,Entertainment,1.0,Low,1.0,Cat_6,B
Female,Yes,40,No,Engineer,0.0,Low,3.0,Cat_6,A
Male,Yes,38,Yes,Entertainment,2.0,Average,3.0,Cat_3,B
Female,Yes,87,No,Other,1.0,Low,1.0,Cat_6,A
Female,Yes,28,Yes,Healthcare,0.0,Low,2.0,Cat_6,D
Female,No,32,No,Healthcare,0.0,Low,4.0,Cat_3,C
Male,Yes,51,Yes,Artist,0.0,Average,4.0,Cat_6,B
Female,Yes,33,Yes,Artist,1.0,Average,2.0,Cat_6,C
Male,Yes,79,Yes,Artist,0.0,High,2.0,Cat_6,B
Female,No,33,Yes,Other,7.0,Low,3.0,Other,C
Female,No,33,No,Other,0.0,Low,3.0,Cat_6,B
Female,No,36,Yes,Engineer,7.0,Low,3.0,Cat_6,D
Male,No,20,No,Healthcare,1.0,Low,3.0,Cat_6,D
Female,Yes,60,Yes,Artist,4.0,High,2.0,Cat_6,C
Male,No,31,Yes,Healthcare,0.0,Low,3.0,Cat_3,D
Male,Yes,61,Yes,Artist,0.0,Low,2.0,Cat_3,C
Male,Yes,45,Yes,Artist,0.0,Average,4.0,Cat_6,B
Male,Yes,74,Yes,Other,1.0,High,2.0,Cat_6,A
Male,Yes,53,Yes,Artist,1.0,Average,3.0,Cat_6,A
Male,Yes,71,Yes,Other,0.0,Average,2.0,Cat_6,C
Female,No,41,Yes,Healthcare,12.0,Low,1.0,Other,A
Male,No,22,No,Healthcare,1.0,Low,3.0,Cat_6,D
Female,No,21,No,Healthcare,0.0,Low,5.0,Cat_6,D
Female,Yes,52,No,Engineer,0.0,Low,3.0,Cat_4,A
Female,No,22,No,Healthcare,0.0,Low,1.0,Cat_6,D
Male,Yes,57,Yes,Artist,0.0,Low,1.0,Cat_3,B
Male,Yes,38,Yes,Doctor,11.0,Average,3.0,Cat_6,A
Female,No,20,No,Healthcare,0.0,Low,4.0,Cat_6,D
Male,No,26,Yes,Healthcare,8.0,Low,2.0,Cat_6,C
Male,Yes,25,No,Other,0.0,High,3.0,Other,A
Female,No,36,Yes,Artist,1.0,Low,1.0,Cat_4,B
Male,Yes,28,No,Doctor,0.0,Average,2.0,Cat_6,A
Male,Yes,25,Yes,Entertainment,1.0,Average,2.0,Cat_6,A
Male,Yes,49,Yes,Artist,0.0,Average,6.0,Cat_6,C
Female,No,30,Yes,Healthcare,0.0,Low,6.0,Cat_3,D
Female,No,32,Yes,Artist,7.0,Low,3.0,Cat_6,A
Male,Yes,68,No,Other,1.0,High,7.0,Cat_6,B
Male,Yes,55,Yes,Artist,8.0,Average,2.0,Other,C
Female,Yes,37,Yes,Doctor,8.0,Average,1.0,Cat_6,A
Female,Yes,45,No,Engineer,2.0,Low,2.0,Cat_6,D
Female,Yes,51,Yes,Artist,0.0,Low,5.0,Cat_6,A
Female,No,32,No,Healthcare,0.0,Low,4.0,Cat_6,C
Male,No,19,No,Healthcare,0.0,Low,5.0,Cat_4,D
Male,Yes,86,Yes,Other,1.0,High,2.0,Cat_6,A
Female,Yes,27,No,Artist,6.0,High,5.0,Other,A
Male,Yes,26,Yes,Doctor,1.0,Average,2.0,Other,A
Male,No,22,No,Healthcare,0.0,Low,4.0,Cat_6,D
Male,No,45,Yes,Artist,9.0,Low,1.0,Cat_6,D
Female,No,38,Yes,Artist,8.0,Low,8.0,Other,B
Male,No,23,No,Healthcare,0.0,Low,4.0,Cat_3,D
Female,No,30,No,Other,10.0,Low,6.0,Cat_6,D
Female,No,20,No,Healthcare,0.0,Low,5.0,Cat_4,D
Male,No,38,Yes,Artist,0.0,Low,1.0,Cat_3,B
Male,Yes,88,Yes,Other,1.0,Low,1.0,Cat_6,D
Male,Yes,63,No,Other,0.0,Average,3.0,Cat_6,B
Female,Yes,35,Yes,Engineer,0.0,Average,2.0,Cat_4,C
Male,No,31,Yes,Healthcare,0.0,Low,4.0,Cat_6,C
Male,No,47,Yes,Engineer,1.0,Low,2.0,Cat_6,D
Male,Yes,40,No,Artist,1.0,Average,2.0,Other,C
Male,Yes,85,Yes,Other,1.0,High,2.0,Cat_4,A
Male,Yes,37,Yes,Artist,0.0,Average,3.0,Cat_6,C
Male,Yes,65,No,Artist,0.0,Average,2.0,Cat_6,C
Female,No,32,No,Entertainment,3.0,Low,6.0,Cat_4,D
Female,Yes,40,Yes,Engineer,1.0,Average,4.0,Other,B
Male,No,48,Yes,Entertainment,0.0,Low,3.0,Cat_6,A
Male,Yes,43,Yes,Artist,1.0,Low,2.0,Cat_3,B
Male,No,33,Yes,Healthcare,0.0,Low,5.0,Cat_6,B
Female,Yes,63,Yes,Artist,0.0,Average,2.0,Cat_6,C
Male,Yes,35,Yes,Entertainment,0.0,Average,3.0,Cat_6,C
Female,Yes,27,Yes,Engineer,4.0,Low,2.0,Cat_3,B
Female,No,33,Yes,Healthcare,2.0,Low,2.0,Cat_6,A
Male,Yes,83,No,Other,0.0,Low,1.0,Cat_4,B
Male,Yes,25,No,Engineer,1.0,Average,3.0,Cat_4,D
Male,No,40,Yes,Artist,2.0,Low,1.0,Cat_3,B
Male,Yes,33,Yes,Healthcare,0.0,Low,2.0,Other,A
Male,Yes,41,Yes,Other,2.0,High,5.0,Cat_6,A
Male,Yes,66,Yes,Other,1.0,High,2.0,Cat_4,C
Female,No,33,No,Other,7.0,Low,1.0,Cat_6,D
Female,No,22,No,Healthcare,0.0,Low,4.0,Cat_6,D
Male,Yes,28,Yes,Healthcare,1.0,Low,2.0,Cat_6,C
Male,Yes,60,Yes,Artist,0.0,Average,2.0,Cat_6,A
Male,Yes,39,No,Other,2.0,High,5.0,Cat_6,B
Male,Yes,58,Yes,Artist,0.0,Low,1.0,Cat_6,C
Male,No,22,No,Healthcare,0.0,Low,3.0,Cat_6,D
Male,Yes,37,No,Other,9.0,High,6.0,Cat_6,D
Male,No,28,Yes,Healthcare,5.0,Low,4.0,Cat_6,D
Male,Yes,59,Yes,Artist,0.0,Low,2.0,Cat_6,A
Male,Yes,53,Yes,Artist,6.0,Average,2.0,Cat_6,C
Male,Yes,45,Yes,Artist,6.0,Average,4.0,Cat_6,B
Female,No,49,Yes,Entertainment,1.0,High,1.0,Cat_6,D
Male,Yes,35,Yes,Other,1.0,Average,4.0,Cat_6,C
Male,No,29,No,Entertainment,1.0,Low,4.0,Cat_4,A
Female,Yes,48,Yes,Artist,1.0,Average,2.0,Cat_6,B
Female,Yes,50,Yes,Doctor,1.0,Low,2.0,Cat_6,D
Female,Yes,46,Yes,Artist,0.0,Low,2.0,Cat_6,C
Female,No,35,No,Entertainment,0.0,Low,1.0,Cat_6,A
Male,Yes,53,No,Other,1.0,High,4.0,Cat_6,A
Female,Yes,74,No,Artist,5.0,High,2.0,Other,C
Male,Yes,61,No,Entertainment,1.0,Average,2.0,Other,B
Female,Yes,39,Yes,Doctor,2.0,Low,1.0,Cat_3,A
Male,Yes,49,Yes,Artist,0.0,Average,3.0,Cat_6,C
Female,Yes,82,No,Other,0.0,Average,2.0,Cat_6,A
Male,Yes,37,Yes,Healthcare,0.0,Low,7.0,Cat_4,D
Male,Yes,50,Yes,Artist,1.0,Low,4.0,Cat_6,C
Female,Yes,86,Yes,Other,1.0,High,2.0,Cat_6,C
Female,Yes,48,Yes,Artist,1.0,Average,3.0,Cat_4,A
Male,Yes,71,No,Other,3.0,High,2.0,Cat_6,D
Male,Yes,68,Yes,Other,8.0,Low,1.0,Other,A
Female,No,31,No,Engineer,1.0,Low,8.0,Cat_4,A
Male,No,33,No,Other,5.0,Low,3.0,Other,D
Male,Yes,67,Yes,Entertainment,2.0,Average,3.0,Cat_6,C
Female,Yes,37,Yes,Other,0.0,Low,4.0,Cat_6,C
Male,No,37,Yes,Artist,0.0,Low,1.0,Cat_6,B
Male,Yes,30,Yes,Artist,0.0,Average,2.0,Cat_6,B
Female,No,30,No,Healthcare,8.0,Low,3.0,Cat_6,A
Male,No,30,Yes,Doctor,1.0,Low,3.0,Cat_4,D
Male,No,18,No,Healthcare,7.0,Low,4.0,Cat_6,D
Male,Yes,39,No,Other,8.0,Average,4.0,Cat_4,A
Female,Yes,89,No,Other,1.0,High,2.0,Cat_6,A
Female,Yes,52,Yes,Doctor,1.0,Low,3.0,Cat_4,B
Male,Yes,40,Yes,Artist,9.0,Average,3.0,Cat_6,C
Male,Yes,28,Yes,Artist,9.0,Average,2.0,Cat_6,A
Male,No,19,No,Healthcare,1.0,Low,3.0,Cat_4,D
Female,Yes,53,Yes,Other,0.0,High,4.0,Cat_6,C
Female,Yes,41,Yes,Artist,1.0,Average,3.0,Other,B
Female,Yes,63,Yes,Artist,9.0,Low,2.0,Cat_6,C
Male,No,21,No,Healthcare,0.0,Low,4.0,Cat_6,D
Male,Yes,51,No,Entertainment,1.0,Average,5.0,Cat_4,D
Male,No,19,No,Healthcare,0.0,Low,5.0,Cat_4,D
Female,Yes,50,Yes,Doctor,1.0,Low,3.0,Cat_6,B
Male,No,28,Yes,Artist,1.0,Low,1.0,Cat_6,B
Male,No,29,Yes,Healthcare,0.0,Low,4.0,Other,B
Male,No,35,Yes,Artist,0.0,Low,2.0,Cat_6,D
Female,Yes,88,Yes,Other,0.0,Low,1.0,Cat_6,D
Male,No,29,Yes,Healthcare,4.0,Low,2.0,Cat_6,C
Female,Yes,47,Yes,Artist,1.0,Average,4.0,Cat_3,C
Female,No,21,No,Healthcare,1.0,Low,4.0,Cat_4,D
Male,No,31,Yes,Artist,1.0,Low,6.0,Cat_3,A
Female,No,29,Yes,Healthcare,3.0,Low,4.0,Other,C
Female,No,32,No,Healthcare,0.0,Low,4.0,Cat_3,B
Male,Yes,52,No,Artist,0.0,Low,3.0,Cat_4,A
Male,Yes,30,No,Artist,9.0,High,6.0,Other,A
Male,No,26,No,Other,2.0,Low,2.0,Cat_3,D
Female,Yes,38,Yes,Healthcare,1.0,Low,1.0,Cat_3,C
Male,No,22,No,Healthcare,1.0,Low,3.0,Other,D
Male,Yes,53,Yes,Healthcare,0.0,High,2.0,Cat_6,D
Male,Yes,53,Yes,Entertainment,0.0,Average,2.0,Cat_4,B
Female,No,33,Yes,Healthcare,1.0,Low,1.0,Cat_6,D
Male,Yes,67,Yes,Other,0.0,Low,1.0,Cat_3,A
Male,No,29,Yes,Artist,0.0,Low,1.0,Cat_6,A
Male,Yes,70,Yes,Artist,1.0,Average,3.0,Cat_6,C
Male,No,33,Yes,Doctor,0.0,Low,2.0,Cat_6,B
Female,Yes,53,No,Engineer,0.0,Average,2.0,Cat_6,B
Male,Yes,50,No,Entertainment,0.0,Low,2.0,Cat_6,A
Male,Yes,39,Yes,Healthcare,1.0,Low,3.0,Cat_3,D
Male,No,37,Yes,Artist,9.0,Low,1.0,Cat_6,A
Female,Yes,79,Yes,Artist,0.0,High,1.0,Cat_6,C
Female,Yes,71,Yes,Other,8.0,High,2.0,Cat_6,C
Male,Yes,27,No,Healthcare,1.0,Average,6.0,Cat_4,D
Male,Yes,76,No,Other,1.0,Low,1.0,Cat_4,A
Female,Yes,50,No,Artist,9.0,High,2.0,Cat_4,A
Male,Yes,27,No,Entertainment,0.0,Low,1.0,Cat_4,A
Male,No,43,Yes,Other,0.0,Low,2.0,Cat_6,A
Female,No,48,Yes,Other,4.0,Low,1.0,Cat_6,A
Female,No,39,No,Engineer,2.0,Low,4.0,Cat_3,D
Male,No,29,No,Entertainment,3.0,Low,3.0,Cat_6,D
Female,No,23,No,Healthcare,1.0,Low,4.0,Cat_6,D
Male,No,23,No,Artist,0.0,Low,8.0,Cat_4,D
Male,No,29,No,Healthcare,1.0,Low,3.0,Cat_6,D
Female,Yes,45,Yes,Other,8.0,Low,4.0,Cat_6,D
Male,No,33,No,Doctor,2.0,Low,4.0,Cat_6,A
Female,No,26,No,Healthcare,10.0,Low,1.0,Cat_6,D
Female,No,48,Yes,Other,0.0,Low,1.0,Other,A
Male,No,29,Yes,Artist,1.0,Low,2.0,Cat_6,B
Female,Yes,29,No,Other,1.0,Average,2.0,Cat_4,C
Female,Yes,74,No,Other,1.0,High,2.0,Cat_6,C
Female,Yes,48,Yes,Other,6.0,Low,1.0,Cat_6,C
Female,No,21,No,Healthcare,1.0,Low,4.0,Other,D
Female,Yes,35,Yes,Other,0.0,Low,2.0,Cat_3,D
Male,No,27,No,Healthcare,3.0,Low,4.0,Cat_6,D
Female,No,25,No,Engineer,1.0,Low,3.0,Cat_6,D
Female,Yes,45,Yes,Other,1.0,Low,1.0,Cat_3,B
Male,Yes,60,No,Entertainment,0.0,Low,2.0,Cat_3,A
Male,No,20,No,Healthcare,0.0,Low,4.0,Cat_6,D
